post,normalized claim
ये भारत जोड़ो यात्रा है या कांग्रेस की अंतिम यात्रा,कांग्रेस की भारत जोड़ो यात्रा से पहले हुई सभा में मातमी संगीत बज रहा था.
ओवैसी साहब भजन गा रहे हैं।,ओवैसी भजन गा रहे हैं।
पठान फिल्म के रुझान आने शुरू हो गए पठान को देखते ही महिला ने गिरा के पीटा। अब तो पठान की गई भैंस पानी मे खुटा उखाड़ के। जय सनातन धर्म..जय श्रीराम,फिल्म पठान के विवाद के बाद हिंदू महिला ने मुस्लिम शख्स को पीटा।
मिस्र के एक शख्स ने अपनी गर्लफ्रेंड से प्यार का इजहार करने के लिए अपने सारे दांत उखड़वा कर उसे तोहफे में दे दिए,मिस्र देश में रहने वाले एक शख्स ने अपनी प्रेमिका को खुश करने के लिए उसे अपने दांतों से बनी ज्वेलरी तोहफे में दी.
लो जी देखो पंजाब मे आप पार्टी के विधायक की जनता के द्वारा पिटाई। केन्द्र मे गैर भाजपाईयों की सरकार बनाने का ख्वाब देख रहे दिल्ली के ठगवाल को आंख खोलकर देखना चाहिये की अब जनता जाग चुकी है।,पंजाब मे आप पार्टी के विधायक की जनता के द्वारा पिटाई।
कुरैशी का कबाब लहसुन प्याज का है या बिना लहसुन-प्याज का?,"तस्वीर में देखा जा सकता है कि कैसे प्रधानमंत्री नरेंद्र मोदी, डेनमार्क की प्रधानमंत्री मेटे फ्रेडरिक्सन के साथ कबाब की दुकान के सामने खड़े हैं."
Marvel at the huge ancient skeletons found,Marvel at the huge ancient skeletons found
तो ट्विटर ने एलोन मस्क खाते को निलंबित कर दिया क्योंकि वह अब ट्विटर को नहीं खरीद रहे हैं।,ट्विटर ने एलन मस्क के अकाउंट को किया निलंबित
"आप वालों को फिक्र हो गई है कि सिद्धू ने पानी के हक की बात कैसे की, गंदे गाने जितने मर्जी गाओ पर हक की बात मत करो, आप वालों का दोगला चेहरा",आम आदमी पार्टी हरियाणा ने दो ट्वीट्स के जरिये पंजाबी गायक सिद्धू मूसेवाला के हालिया रिलीज गाने ‘एसवाईएल’ का विरोध किया है.
मुंबई नाई जिहाद एक मुल्ले ने पुलिस के सामने कुबूल किया कि मस्जिदों में नाईजेहाद के लिए हिंदुओं को एड्स के ब्लेड से हल्का सा चीरा लगाने के लिए सिखाया जाता है और ज्यादा लडको को युद्ध के लिए तैयार किया जा रहा है. सभी लोगों को बताना है कि हिंदू नाई से ही शेवींग व कटिंग करवाये,इन मुस्लिम युवकों को मुंबई में पुलिस ने &#039;नाई जिहाद&#039; के आरोप में गिरफ्तार किया है. ये लोग एड्स के विषाणु से संक्रमित ब्लेड से हिंदुओं की शेविंग करते थे.
मेरा अब्दुल वैसा नही है. मैंने उसके नाम का टैटू भी करवाया है. मैं मुस्लिम बनने को भी तैयार हूं. उसी ने उसका रेप कर काट दिया ताजा मामला MP,ये वीडियो मध्य प्रदेश का है जहां एक मुस्लिम लड़के ने एक हिंदू लड़की का बलात्कार करने के बाद उसे घायल कर दिया.
करोड़ों हिन्दुओं का धाम अयोध्या में भव्य श्री राम मंदिर अगले वर्ष जनवरी में स्थापित हो रहा है। जय श्री राम।,अयोध्‍या में बन रहे राम मंदिर के आधिकारिक एनिमेशन का वीडियो।
"18 साल बाद आपके 4 वोट, अब्दुल के 50 वोट",तस्वीर भारत के मुस्लिम परिवार की है।
"In Toronto, Canada, there is a festival where a street is transformed into a river of donated books and anyone gets any book they want","In Toronto, Canada, there is a festival where a street is transformed into a river of donated books and anyone gets any book they want"
"CEO of Sugar Cosmetics, Vineeta Singh didn’t feel ashamed or nervous and proudly played the role of a poor mother in 3 Idiots",शुगर कॉस्मेटिक्स की सीईओ विनीता सिंह ने 'थ्री इडियट्स' मूवी में गरीब मां का किरदार निभाया था।
आ रहा है मोदी का दूसरा झटका,अनुच्छेद 30ए के कारण हिंदुओं को अपनी धार्मिक किताबें या धर्म के बारे में सिखाने की अनुमति नहीं है।
यह लोग किस बात की तैयारी कर रहे हैं जो इनकी औरतों के पास भी इस तरह के रिवाल्वर निकल रहे हैं,मैनपुरी में जींस में तमंचा लगाकर घूम रही एक मुस्लिम शिक्षिका को पुलिस ने दबोच लिया.
महाराष्ट्र अक्कलकुवा से अंकलेश्वर रोड का पुल पानी के तेज बहाव में बह गया।,महाराष्ट्र अक्कलकुवा से अंकलेश्वर रोड का पुल पानी के तेज बहाव में बह गया।
अरसे बाद इतनी दुखद तस्वीर देखी. एक अफगान बच्चा सरेआम सड़क पर तालिबान के हाथों अपने पिता को कत्ल होते हुए देख रहा है,ये तस्वीर अफगानिस्तान के एक शख्स की है जिसे हाल ही में तालिबान ने उसके बेटे के सामने मौत के घाट उतार दिया.
वोट नहीं देना मत दो पर जूते मत चलाओ : राजनाथ सिंह,हाल ही में उत्तर प्रदेश चुनाव को लेकर रक्षा मंत्री राजनाथ सिंह ने कहा है कि &quot;वोट नहीं देना मत दो पर जूते मत चलाओ&quot;.
"मेरे पूर्वज पहले हिंदू थे इसीलिए मैंने “हर हर शंभू” भजन गाया, जल्द ही हिंदू धर्म में शामिल हो जाऊंगी : – फरमानी नाज़",फरमानी नाज ने जल्द ही हिंदू धर्म में शामिल होने की बात कही है।
नीलकमल प्लास्टिक वाले ने तो दिल खुश कर दिया हमें भी ऐसे देशभक्तों से सामान लेना चाहिए..,प्लास्टिक का सामान बनाने वाली कंपनी &#039;नीलकमल&#039; के बनाए डस्टबिन पर &quot;पाकिस्तान मुर्दाबाद&quot; लिखा है.
"अफगान राजदूत की बेटी, जिसे इस्लामाबाद के जिन्ना सुपर मार्केट से अगवा कर 6 घंटे बाद तहजीब बेकरी, ब्लू एरिया इस्लामाबाद के पास फेंक दिया गया था, उसे बुरी तरह प्रताड़ित किया गया","पाकिस्तान में अफगान राजदूत की बेटी सिलसिला अलीखिल की जख्मी हालत में तस्वीर, जिन्हें इस्लामाबाद में सरेबाजार अगवा करके प्रताड़ित किया गया. बाद में अपहरणकर्ताओं ने उन्हें छोड़ दिया."
"हमारे संतो का बाल पकड़ कर खिंचवाने वाला कोई जेहादी नही था,,,वो अखिलेश यादव का बाप था...याद है ना ??",तस्वीर में देखा जा सकता है कि किस तरह यूपी में मुलायम सिंह यादव के कार्यकाल में उनके इशारे पर पुलिस ने हिंदू संतों पर बर्बरता की थी.
जैसी ही बेटी का नाम दिल्ली शराब नीति घोटाला मामले में आया। पापा पीएम मोदी के बेस्ट फ्रेंड बन गए ।,Claim : बेटी कविता से सीबीआई की पूछताछ के बाद तेलंगाना के मुख्यमंत्री के. चंद्रशेखर रॉव ने पीएम मोदी को अच्छा मित्र बताया।
"अपनी ही बेटी के साथ लव मैरिज अपनी सगी बेटी से प्यार हुआ और शादी करली, 4 साल से दोनों के बिच प्यार था। शैतान को भी शर्म आए ऐसा काम किया है, यह कौनसा युग चल रहा हैl","अपनी ही बेटी के साथ लव मैरिज अपनी सगी बेटी से प्यार हुआ और शादी करली, 4 साल से दोनों के बिच प्यार था।"
भाजपा में भगदड़ बहुत करारी है. साइकिल चिलम पर भारी है,"एक खबर के मुताबिक, गृह मंत्री अमित शाह ने जब यूपी का मुख्यमंत्री बदलने की बात कही तो योगी आदित्यनाथ ने सपा ज्वाइन करने की धमकी दे डाली."
प्रधानमंत्री #नरेंद्रमोदीजी जे ने देखा #पठान फ़िल्म का ट्रेलर साथ ही कहा कि नेता हो या अभिनेता हम सब दिन रात काम करके एक अच्छी चीज बनाते है उस पर इस प्रकार की टिप्पणी करना ठीक नही है।,पीएम मोदी ने 'पठान' फिल्म का ट्रेलर देखा।
जिंदा बाप को फ़ोटो में मिठाई खिलाने का काम तो कोई महापुरुष ही कर सकता हैं,जिंदा बाप को फोटो में मिठाई खिलाने का काम तो कोई महापुरुष ही कर सकता है।
"अंधभक्तों की मम्मी, बहुत मेहनत बाद ये pick हाथ लगी है!!",ये तस्वीर महिला एवं बाल विकास मंत्री स्मृति ईरानी की है.
"कतर आपका स्वागत करता है। फीफा विश्व कप से पहले, कतर पूरी दुनिया को देश के रीति-रिवाजों और परंपराओं और उनकी संस्कृति और सामान्य रूप से अरबों की संस्कृति और धर्म का सम्मान करने के लिए आप सबको मजबूर करता है। गंभीरता से, यह एक बहुत बड़ी बात है अगर ईश्वर ने चाहा तो यह इतिहास में अब तक खेला गया सबसे सफल और सर्वश्रेष्ठ टूर्नामेंट होगा। मुझे यह पसंद है। अपना प्रेम दिखाओ और बदले में सम्मान पाओ।",क़तर की सरकार ने फीफा विश्व कप के लिए आने वाले सभी यात्रियों पर शराब पीने से लेकर तमाम तरीके के प्रतिबंध लगा दिए हैं
200 साल की गुलामी का जवाब आज एक भारतीय मूल के ऋषि सुनक ने ब्रिटेन की संसद के दरवाजे पर जलाया दीप!!!,ऋषि सुनक ने आज ब्रिटेन की संसद के दरवाजे पर दीपक जलाया।
भाजपा की गुजरात में नींद उड़ी हुई है.. AAP को चुनाव के पहले चरण में मिल सकती हैं 49-54 सीटें…परिवर्तन हो चुका है।,"एबीपी के एग्जिट पोल के अनुसार, AAP को चुनाव के पहले चरण में मिल सकती हैं 49-54 सीटें।"
मोदी सरकार ने किया सोनू सूद पर मुकदमा. कहा इतने वैक्सीन तुम्हारे पास कहां से आए. अब देश में अच्छे काम करने वालो को कीमत चुकानी पड़ती है.,भाजपा सरकार ने एक्टर सोनू सूद पर अवैध तरीके से वैक्सीन जुटाने का आरोप लगाते हुए उन पर मुकदमा कर दिया है.
"कश्मीर में एक पत्थरबाज ने सेना के ऊपर पत्थर फैंका, सेना ने भी क्रिया की प्रतिक्रिया देते हुए एक बुलेट फेंक मारी।","कश्मीर में सेना पर हुई पत्थरबाजी, जवाबी कार्रवाई में सेना ने चलाई गोली।"
Former union minister Bhanwar Jitendra Singh goes down on his knee to tie Rahul Gandhi’s shoe lace. The arrogant entitled brat instead of helping himself is seen patting his back…,पूर्व केंद्रीय मंत्री जितेंद्र सिंह ने राहुल गांधी के जूते के फीते बांधे।
एक समय था जब ... राष्ट्रपति को कैमरे से ज़्यादा महत्व दिया जाता था,पूर्व राष्ट्रपति कोविंद के विदाई समारोह में पीएम मोदी ने उनका अभिवादन नजरअंदाज किया.
"वोट,कुर्सी और सत्ता के लिए मुस्लिमों को दामाद बनाने से भी परहेज नहीं करते।",चुनाव जीतने के लिए पीएम मोदी दरगाह पहुंच गए हैं।
"सड़क नही चाहिए, रोटी नही चाहिए, हमें मंदिर चाहिए ......सुन रहा हूं ये बिना ऑक्सीजन मर गया.......अब इसके मंदिर के जुनून का क्या होगा?","जो व्यक्ति कह रहा था कि उसे रोटी, सड़क, अस्पताल वगैरह नहीं चाहिए, ऑक्सीजन न मिलने से उसकी मौत हो गई है."
"जब आपका समय अच्छा हो ,स्थितियां और परिस्थितियां आपके हक में हो , उस वक्त सब कुछ भूलकर लोगो की मदद कीजिये न कि उन्हें अपना ओहदा और पावर याद दिलाने के हथकंडे अपनाये । नेपाली कलाकार #निशा_घिमिरे का लंबी बीमारी के बाद निधन हो गया।",नेपाली कलाकार निशा घिमिरे का लंबी बीमारी के बाद निधन हो गया। वह मिस वर्ल्ड 2020 रह चुकी हैं।
भारी बारिश मे सूट को स्वीमींग सूट बना दिया।,मुंबई के बोरिवली इलाके में बारिश से हुई तबाही में एक कपड़े का शोरूम आधा डूब गया।
टाइम मैगजीन का नया कवर,"ये टाइम मैग्जीन का कवर है, जिसमें रूसी राष्ट्रपति व्लादिमीर पुतिन की तुलना जर्मनी के नाजी शासक एडॉल्फ हिटलर से की गई है."
मिट्टी में मिल जाएंगे लेकिन RJD से गठबंधन नहीं करेंगे।,नीतीश कुमार ने कहा था रहें या मिट्टी में मिल जाएं लेकिन  RJD से समझौता नहीं करेंगे
"मोरबी के 135 मृतकों को मुआवजा 6 करोड़ 35 लाख, भाजपा के नरेंद्र मोदी की मोरबी विज़िट खर्च 30 करोड़. देश को ऐसे ही लूटने नही देंगे? #Vote4Jhadu","&#039;गुजरात समाचार&#039; अखबार में एक आरटीआई के हवाले से छपी खबर के मुताबिक, पीएम नरेंद्र मोदी के एक दिन के मोरबी दौरे पर 30 करोड़ रुपये खर्च कर दिए गए."
"बसपा सुप्रीमो माननीया बहन मायावती जी जुबानी बयान सपा को हराना है, भले भाजपा को वोट देना पडे","बसपा प्रमुख मायावती ने बयान दिया है कि आगामी यूपी चुनाव में समाजवादी पार्टी को हराना है, भले ही इसके लिए बीजेपी को वोट देना पड़े."
कोल्हापूर पोटनिवडणुकीत कॉंग्रेसच्या विजयी उमेदवाराची भव्य मिरवणूक.. जय महाविकास आघाडी।,कोल्‍हापुर के विजयी कांग्रेसी उम्‍मीदवार की जीत का वीडियो
"सनातन क्या है जानने के लिए एक उदहारण के तौर पर इस वीडियो क्लिप को देखे…श्रद्धा क्या होती है? अनुशासन क्या होता है? देखना चाहेंगे? तो देखिए जगन्नाथ जी की रथ यात्रा का यह वीडियो क्लिप। करोड़ों लोग एक साथ, एक लय में चलते हुए!..कोई कुछ भी कहे, लेकिन अगर सत्य कहीं है, सहनशीलता कहीं है, अनुशासन कहीं है, दृढ़ता कहीं है, भक्ति कहीं है, शक्ति कहीं है तो वह सनातनियों में ही है…अहा! मंत्रों की यह पवित्र ध्वनि, यह दुर्लभ दृश्य। कोई मंत्रमुग्ध हुए बिना रहे भी तो कैसे रहे…जयतु सत्य सनातन संस्कृति।",जगन्नाथ रथ यात्रा का वीडियो
"अभी बंगाल का हाल देखकर भी आंखें नहीं खुल रही तुम्हारी, ममता के दलालों! टीएमसी वालो कुते की मौत मरोगे तुम हरामियों. इस बेटी का बस इतना कसूर है कि ये एक दलित है और इसका भाई भाजपा का कार्यकर्ता है",लड़की को पेड़ से लटकाकर बेदर्दी से पीटने की ये घटना बंगाल की है. उसे टीएमसी कार्यकर्ताओं ने सिर्फ इसलिए पीटा क्योंकि वह  दलित है और इसका भाई भाजपा कार्यकर्ता है.
भारत जोड़ो यात्रा सफल हुई।,"तस्वीर में पीएम मोदी, उनकी मां और जशोदाबेन दिख रहे हैं।"
भाजपा में शामिल होते ही हार्दिक पटेल का जोरदार स्वागत एवं अभिनंदन…!!,भाजपा में शामिल होने के बाद हार्दिक पटेल को थप्‍पड़
ग्राम उगना जगदीशपुर (भोजपुर) अगर बीजेपी वाले आएंगे तो टांग तोड़ दी जायेगी! BJP वालो का आना इस गांव में सख्त मना है,बिहार के भोजपुर के एक गांव में लगे बोर्ड पर लिखा है कि बीजेपी वालों का आना सख्त मन है. अगर बीजेपी वाले गांव में आएंगे तो उनकी टांगे तोड़ दी जाएंगी.
आम आदमी पार्टी के सबसे बड़े नेता मनीष सिसोदिया ने भी माना कि भाजपा देश की सबसे अच्छी पार्टी है जबकि आम आदमी पार्टी सबसे खराब पार्टी है।,आम आदमी पार्टी के सबसे बड़े नेता मनीष सिसोदिया ने भी माना कि भाजपा देश की सबसे अच्छी पार्टी है जबकि आम आदमी पार्टी सबसे खराब पार्टी है
गुजरात चुनाव Exit Poll में अचानक बदलाव। भाजपा 42 सीटें। कांग्रेस 14 सीटें। आप 125 सीटें। नए सर्वे में भाजपा को लगा झटका। केजरीवाल सरकार?,गुजरात चुनाव के एग्जिट पोल में आप को 125 सीटें
इजराइल ने अपनी फाइटर प्लेन पर #भारतीय बेटी का नाम #सौम्या को नमन लिखकर उससे #फिलिस्तीन आर्मी चीफ के घर पर बम गिरा दिया..सच्ची श्रद्धांजलि,फिलिस्तीन हमले में मारी गई भारतीय नर्स सौम्या संतोष को इजरायल ने अपने फाइटर प्लेन पर &#039;सौम्या&#039; लिखकर श्रद्धांजलि दी.
"यह सिद्धार्थ शुक्ला की किसी फिल्म का या सीरियल का सीन नहीं, उसकी अंतिम विदाई है. वाकई जिंदगी की आखरी सच्चाई यही है",ये तस्वीर एक्टर सिद्धार्थ शुक्ला के अंतिम संस्कार की है.
कांग्रेस के समर्थन में धीरेंद्र शास्त्री म.प्र. में करेंगे 121 किमी की पैदल यात्रा,धीरेंद्र शास्त्री कांग्रेस के समर्थन में मध्य प्रदेश में 121 किलोमीटर लंबी पदयात्रा करेंगे
इस वीडियो को ध्यान से देखिए लव जिहाद के लिए मना करने पर एक और लड़की को चाकुओं से गोदकर मौत के घाट उतार दिया गया और राहगीर आसपास के लोग तमाशबीन बने खड़े रहे किसी ने भी हिम्मत दिखाई होती तो शायद लड़की बच सकती थी यह घटना है दिल्ली की और हम हिन्दू भाई चारा ही करते रह जाएंगे रोज एक नई लड़की इसी तरह लव-जिहाद की भेंट चढ़ेगी अभी भी हमारी आंख नहीं खुल रही है #bebakneha,लव जिहाद से इनकार करने पर एक हिंदू लड़की को चाकू से गोदकर मौत के घाट उतार दिया.
"ये है राजस्थान की सरकार का हिन्दुवों को तोहफा, महादेव मंदिर पर मुस्लिम कट्टरपंथियों का हमला,मंदिर के पुजारी और उनके परिवार पर भी कट्टरपंथियों ने किया हमला। महाशिवरात्रि की तैयारी कर रहे थे पुजारी और उनका परिवार। घटना राजस्थान के दूदू स्थित सेलास्वर महादेव मंदिर की।","महादेव मंदिर पर मुस्लिम कट्टरपंथियों का हमला,मंदिर के पुजारी और उनके परिवार पर भी कट्टरपंथियों ने किया हमला।"
"हलाला के बाद बेगम तुरंत वापस करने की गारंटी. औरत को इंसान नहीं सेक्स, बच्चे पैदा करने और गुलाम की तरह काम करने वाली मानते हैं इसकी जैसी सोच वाले मुस्लिम समुदाय के लोग. इनके लिए कहा सो जाता है ह्यूमन राइट्स",ये कानपुर के हाजी लल्लू का विजिटिंग कार्ड है जो एक खतना और हलाला एक्सपर्ट हैं. उनकी गारंटी है कि वो हलाला के बाद बेगम को जरूर वापस करते हैं.
कहीं हिंदू राष्ट्र खतरे में न पड़ जाये मोदी जी बिदेश में सम्मान और देश में नफरत कैसी राजनीति,तस्वीर में देखा जा सकता है कि विदेश में किस तरह से प्रधानमंत्री नरेंद्र मोदी सऊदी अरब के राजा सलमान बिन अब्दुल अजीज अल सउद के आगे झुककर उनके पांव छू रहे हैं.
राजनाथ जी बता रहे हैं कि भारत की जनता का आसमान छूती महंगाई से विश्वास मोदी जी से उठता जा रहा है और साथ में प्रधानमंत्री पर कड़ा प्रहार..100 दिन में मंहगाई खत्म करने के जुमले का मजाक भी उड़ाया।,राजनाथ सिंह ने कहा भारत की जनता का आसमान छूती महंगाई के कारण मोदी जी से विश्वास उठता जा रहा है।
SRK on social boycott of his films.,SRK on social boycott of his films.
"ऑक्सीजन की कमी से लोग मर रहे है,हमारे स्वास्थ्य मंत्री भिंडी छिल रहे है",देश में ऑक्सीजन की कमी से लोग मर रहे है लेकिन स्वास्थ्य मंत्री भिंडी काटने में व्यस्त हैं.
"रूस, नेदरलैंड, फ्रांस और इजरायल सहित दुनिया के 34 देश नूपुर शर्मा और भारत के समर्थन में उतरे. #जय_श्री_राम #पैगंबरमोहम्मद",पैगंबर मुहम्मद पर नूपुर शर्मा की टिप्पणी को लेकर दुनिया के 34 देशों ने भारत का समर्थन किया है.
"बाबा जी ने तो महज़ 30 सेकेंड में सब कुछ निपटारा कर दिया,,,,और बिना हाथ जोड़े चल भी दिए बाप्पू।",गांधी जयंती के मौके पर सीएम योगी आदित्यनाथ महात्मा गांधी को बेमन से श्रद्धांजलि देते हुए बिना प्रणाम किए ही चले गए।
"टैंक रोड़ बापा नगर करोलबाग. चार साल की बच्ची से बलात्कार करने की कोशिश कर रहा था यह दुष्ट व्यक्ति. ये दिल्ली आम आदमी पार्टी के विधायक दिनेश मोहनिया का शोसियाल मीडिया कॉडिनेटर अकरम खान है, वह तो ईश्वर की कृपा हुई कि लोगों ने बच्ची को समय रहते बचा लिया","वीडियो में जिस शख्स को पीटा जा रहा है, वो आम आदमी पार्टी के विधायक दिनेश मोहानिया का सोशल मीडिया को-ऑर्डिनेटर अकरम खान है."
यूपी वालो भूले तो नहीं,साइकिल पर शव ले जा रहे आदमी की ये फोटो यूपी की है.
ये महोदय हमारे इटावा से सांसद महोदय हैं SC समुदाय से आते हैं इन्हें आज एक शंकराचार्य जी ने अपने पैर छूने से मना कर दिया. बोले तुम अछूत हो अंदर भी कैसे आये ?,पुरी के शंकराचार्य ने बीजेपी सांसद राम शंकर कठेरिया को अछूत कहते हुए उन्हें अपने पैर छूने से रोक दिया.
आमिर खुद कह रहा है मत देखो,एक्टर आमिर खान खुद कह रहे हैं कि जो लोग उनकी फिल्म ‘लाल सिंह चड्ढा’ नहीं देखना चाहते वो न देखें.
#योगी_आदित्यनाथ का आया तगड़ा बयान #नूपुर_शर्मा के समर्थन में,यूपी सीएम योगी आदित्यनाथ ने पूर्व बीजेपी नेता नूपुर शर्मा का पक्ष लेते हुए बयान दिया है कि मुसीबत के समय अपने साथियों को अकेला नहीं छोड़ना चाहिए.
दुनिया में सबसे ऊंचा स्टैचू गुजरात में….विकास मॉडल गुजरात के अस्पताल का हालत देखिए….एक महिला के साथ दो पुरुष मरीज एक ही बेड पर।,दुनिया में सबसे ऊंचा स्टैचू गुजरात में....विकास मॉडल गुजरात के अस्पताल का हालत देखिए....एक महिला के साथ दो पुरुष मरीज एक ही बेड पर....
मोदी जी 26 वर्ष की उम्र में केदारनाथ की परिक्रमा लगाते हुए. आपने कभी ऐसा भक्त देखा है जिसकी संपूर्ण भक्ति राष्ट्र के लिए समर्पित हो,ये वीडियो तब का है जब प्रधानमंत्री नरेंद्र मोदी ने 26 साल की उम्र में केदारनाथ मंदिर की परिक्रमा की थी.
"भगवान पर विश्वास करो, वैक्सीन पर नहीं","भगवान पर विश्वास करो, वैक्सीन पर नहीं"
गुर्जर होने पर गर्व है,‘एबीपी न्यूज’ चैनल ने अपनी एक खबर में बताया है कि दिल्ली हाईकोर्ट ने फिल्म ‘सम्राट पृथ्वीराज’ में पृथ्वीराज के किरदार को राजपूत न दिखाने का आदेश दिया है क्योंकि वो गुर्जर थे.
#BJP4India और @Gajjusay वाले ... तुम सिर्फ,भारतीय किसानों के समर्थन में न्यूजीलैंड की प्रधानमंत्री जेसिंडा अर्डर्न ने काली पोशाक पहनी और अपने देश के जहाज को काला भी कराया.
शाकाहारी अंडा इस महा ज्ञानी से सुनिए।,संजय राउत से जानें शाकाहारी अंडे के बारे में
"रशियन सेना ने यूक्रेन के कीव शहर में मौजूद एक गोदाम में आग लगा दी, जिसमें बच्चे और औरतें मौजूद थे। रशियन सेना ने उन्हें जिंदा जला दिया।","Russian Military Forces Set Fire to Compound Outside Kiev Occupied by Women and Children, Burning Them Alive."
"निर्माणधीन श्री राम मंदिर अयोध्या के लिए पत्थरों की ऐसी नक्कशी जैसे सुनार ने कोई गहना बनाया हों l ताजमहल से भी सुंदर, खूबसूरत हैं, अपना राष्ट्र मंदिर l जय श्री राम l भारत माता की जय ! वन्दे मातरम!",वायरल वीडियो अयोध्या के निर्माणाधीन राम मंदिर का है।
कल दिनांक 16/10/22 को जयपुर में 1 लाख भाइयों ने बौद्ध धर्म की दीक्षा ली सभी बौद्ध भिक्षुओं को मेरा बहुत-बहुत साधुवाद।,कल दिनांक 16/10/22 को जयपुर में 1 लाख भाइयों ने बौद्ध धर्म की दीक्षा ली सभी बौद्ध भिक्षुओं को मेरा बहुत-बहुत साधुवाद।
"फर्जी खबर, ये मैंने नहीं कहा था, धन्यवाद",रतन टाटा ने कहा है कि शराब खरीदने के लिए आधार कार्ड दिखाना अनिवार्य कर देना चाहिए.
जिम्बाब्वे न्यूज एंकर टी-20 वर्ल्ड कप में पाकिस्तान और जिम्बाब्वे के बीच हुए आज के मैच के बाद खबर पढ़ते हुए हंस दिया।,जिम्बाब्वे न्यूज एंकर टी-20 वर्ल्ड कप में पाकिस्तान और जिम्बाब्वे के बीच हुए आज के मैच के बाद खबर पढ़ते हुए हंस दिया।
FIFA WILL KEEP PELE’S FEET IN THE MUSEUM. PELE’S FAMILY HAS GIVEN PERMISSION.,फीफा पेले के पैरों को म्यूजियम में रखेगी।
Japan’s dressing room after Costa Rica match.,गंदे ड्रेसिंग रूम की तस्वीरें जापानी ड्रेसिंग रूम की हैं।
धिक्कार है शहजादे को. मैंने भी IAS की परीक्षा में फिलोसाफी सब्जेक्ट लिया था और थोड़ा-बहुत गांधीवाद पढ़ा था. लेकिन शहजादे का यह कौन सा गांधीवाद है? यह सत्याग्रह की यह कौन सी परिभाषा है जो कहती है कि सत्ता के रास्ते को कभी मत छोड़ो,राहुल गांधी ने अपने भाषण में &#039;सत्याग्रह&#039; का मतलब &quot;सत्ता के रास्ते को कभी न छोड़ना&quot; बताया है.
हिटलर 56 साल में 6 बार रोया था... लेकिन सुधरा अंत तक कभी नहीं,जर्मनी का तानाशाह शासक एडोल्फ हिटलर भाषण देने के दौरान रोने लगा.
ऑस्ट्रेलिया का क्रिकेटर डेविड वार्नर. दिल्ली टेस्ट के बीच किसी के बहकावे में आकर जामा मस्जिद पहुंच गया इस्लाम कबूल करने. मौलवी को आने में देर हो गई. वार्नर बाहर निकला चांदनी चौक पे किसी सनातनी से मुलाकात हो गई. ऐसा समझाया की उल्टे पैर ही वापस लौट गया. हम सनातनी हैं ही ऐसे. चाहे कोई ईसाई ही क्यों न हो. उसे गड्डे में नही गिरने देते,ऑस्ट्रेलियाई क्रिकेटर डेविड वॉर्नर इस्लाम कबूल करने दिल्ली की जामा मस्जिद गए थे. लेकिन किसी हिंदू के समझाने पर वापस लौट आए.
